"Date.Lodged","National","Ashburton District","Auckland","Buller District","Carterton District","Central Hawkes Bay District","Central Otago District","Christchurch","Clutha District","Dunedin","Far North District","Franklin District","Gisborne District","Gore District","Grey District","Hamilton","Hastings District","Hauraki District","Horowhenua District","Hurunui District","Invercargill","Kaikoura District","Kaipara District","Kapiti Coast District","Kawerau District","Lower Hutt","Mackenzie District","Manawatu District","Manukau","Marlborough District","Masterton District","Matamata-Piako District","Napier","Nelson","New Plymouth District","North Shore","Opotiki District","Otorohanga District","Palmerston North","Papakura District","Porirua","Queenstown-Lakes District","Rangitikei District","Rodney District","Rotorua District","Ruapehu District","Selwyn District","South Taranaki District","South Waikato District","South Wairarapa District","Southland District","Stratford District","Tararua District","Tasman District","Taupo District","Tauranga District","Thames-Coromandel District","Timaru District","Upper Hutt","Waikato District","Waimakariri District","Waimate District","Waipa District","Wairoa District","Waitakere","Waitaki District","Waitomo District","Wanganui District","Wellington","Western Bay Of Plenty District","Westland District","Whakatane District","Whangarei District"
1993-01-01,112.691640361841,88.7207905625974,141.259911123338,64.6502256634934,77.2164152667197,NA,67.9107896035861,116.09854377367,51.4882210039714,102.564037136971,97.3004264838247,138.602528229961,100.096408650893,67.6255621191239,78.0659857636711,107.467212438276,106.635749422965,88.1087185135345,104.953068189028,53.0422132165176,75.3428907257538,67.8242171274486,82.6646694170089,124.601551565184,101.46533000323,117.69808262714,NA,106.068516374035,153.244966836559,113.426820503048,96.8446515331547,94.3359438058399,114.665279613081,118.043290029749,99.1374281392552,161.219074171908,82.394522512914,NA,118.088750508775,141.08792418281,124.291961994765,132.608832292876,75.9902970064085,117.707907898433,105.688645910169,79.5325617654002,80.4917772458889,77.6731756178717,76.307516503714,102.362629326949,87.5953029991425,75.5824927592804,77.7789287959014,98.9494789939642,98.0750122879427,125.589463937952,96.656386166386,84.4530109975525,129.180022686139,92.9315747182121,134.020771806913,NA,122.521912265178,76.2554297921891,145.318596212932,69.4077941620623,73.4731680900415,103.511567153313,142.287142346073,108.041875597324,NA,109.032021927362,96.3243460377285
1993-02-01,114.371961797918,81.829479699646,141.758273426241,60.3701161387642,89.9239757921197,85.8192576006964,83.9504172333501,118.054024312093,52.0300856394181,111.865868525099,95.3276330712045,123.572640563378,97.7726245572544,82.214658282025,102.81827915405,106.834893473582,113.263328499714,111.955129218731,107.354119853825,NA,85.4510119268878,NA,90.2466255355929,126.570315330843,99.4734980943308,126.884521937551,NA,104.424603421809,146.735845708286,107.882754233231,91.1123873709945,103.279582205512,114.277118340822,123.928328375034,98.3953551322455,166.007710521745,NA,NA,119.796812567695,141.410826686851,120.120324574368,124.328348937874,68.5988294437114,131.128595734262,104.997609400211,73.5610069232164,97.0728932717096,72.7275795498533,85.8598905860804,94.7577442840477,43.7988647963672,71.6834651230541,84.4504738640901,113.224801759519,99.8460936228411,127.666535569886,105.091092268815,88.2987442527707,127.381716875129,91.4907703222612,123.723744177074,77.8812126431625,107.309348796099,86.3789099881281,153.838764072791,62.1125692299398,72.3434185176499,101.053736432251,137.180058965772,115.988094216702,NA,104.594051460107,99.3564182541062
1993-03-01,112.293762963333,86.0333389385177,135.626925115429,69.3205168887049,86.7006953116593,105.099025659215,83.7548913280446,117.187395481243,40.6676062716134,110.563925840287,83.6875050863036,116.012084849059,95.3540720678148,77.9930675659335,82.7636378230574,105.344780681168,114.238325758376,100.888527146381,98.3692014712349,40.4426876597402,76.3592446158057,NA,88.2435907166888,130.43593481802,91.6753758294409,123.741757069642,NA,111.510162379275,151.187690225348,113.990368181305,100.294877282093,96.6134855351754,119.793998103945,122.939241009314,110.997087716975,168.049553055724,83.143685117987,NA,107.573287153161,127.089110257893,142.210170223197,123.724937271938,79.8616398379236,113.481287663445,105.022528548135,61.5862325292855,120.670119491783,86.0624601256228,74.5275993758356,93.6302070541868,41.808427251299,87.1731765252134,76.953248775363,89.8777616218015,104.930093352239,124.442073040011,104.266407680009,79.7435093819951,116.645542870447,87.773376633655,131.650262691221,NA,118.667503281475,49.5302948835315,155.245681343187,54.2446705668106,55.5557710692069,95.1876704144723,138.872826711181,90.5012306186758,87.3247668189388,89.6005354828304,96.8448901181435
1993-04-01,113.455667640037,91.138028729065,141.23795039317,65.396138842108,96.8542729612808,79.9700461879037,88.8361763654008,116.283437585301,69.2627235272203,104.474269681788,89.8321231530313,129.797769609261,93.0803979152433,67.4988509122388,87.345462759811,107.391197765894,113.537024645493,106.642358464876,105.223191754796,41.8236969812118,83.0862729489566,65.790572329262,91.4949491230205,121.402692129483,68.7330927831472,136.786847027568,49.9675015024103,84.3495196569055,145.291531004709,110.410723447479,72.0071458315045,103.585057859211,120.775688291457,118.025222742025,101.841636909448,172.807825604444,93.3998569777313,NA,124.99571110232,148.122309408215,133.792776221481,127.780556187759,67.9589966022721,133.381848123291,96.7788069921135,65.1734881879061,102.150122897228,73.0588522002481,64.4908463522099,95.1114992294786,51.6037773457785,73.9913875682215,62.3780249694752,102.160700223681,106.170439242841,125.32791349901,101.364055762277,85.0475221529577,121.452045349981,91.9889312149427,117.616777982162,89.1429866714117,117.47113941223,77.5303559476741,151.737299050792,51.4236227474016,65.6191755924272,93.1054431943482,140.588108890152,118.717957860883,104.247465967485,107.005699389026,100.461770087705
1993-05-01,113.748658602058,102.342784912088,142.228610932547,58.4723430258644,86.3305662416235,86.5136495811761,89.0875528876146,115.274346668839,59.1949318695794,99.8235060955985,99.4047143068554,129.029030240911,95.6864162657187,74.1322925401768,72.3874606777067,109.700574827398,119.733996089568,70.7322411274803,104.528303715252,96.6120079111787,85.4164793906245,75.7670953987332,81.9139095438355,125.93993316916,101.106894025015,130.580581465408,NA,104.582521764136,152.939502530198,99.8407858951452,95.7564092634126,89.7150341445296,119.699142686203,127.425246925534,106.676122578327,165.703029208216,112.2290975716,NA,111.942408958368,147.544143398771,133.234956679134,120.597174583078,74.4963810898583,121.979816152043,102.118849207387,78.230026579227,52.2994433226859,80.6822870653144,91.0118042949602,78.4010238811262,66.7789501524005,75.0422972771417,77.0428094976509,117.856912274907,105.866938840645,128.544669068111,101.016961505748,89.7904888406723,112.869257295503,91.1325923803475,123.267503288474,61.2242075367297,117.510181816696,74.8005682061971,153.896423320079,49.721278101022,60.6061560099456,97.3514544673726,142.895826087941,107.438460136591,NA,106.520746941221,97.7329060114043
1993-06-01,114.320917108464,75.0171095406929,135.715439496183,72.2622515008147,107.520283405218,106.303540443619,94.8089638668488,118.203506831134,59.2910943715236,88.1582404908602,94.20650612187,127.288869633928,100.344385008175,75.3226806344678,83.7080411387947,109.606619313321,115.270794086901,108.526163991226,104.090806571076,71.7829500151204,84.5366790136898,NA,57.340318334853,124.837499546891,90.5351409740416,128.615454624239,73.8272089750231,105.496075757881,149.08731096516,112.080519092151,91.61002408791,101.853321786429,123.684974321985,120.652127945372,106.43222314698,161.669237279662,52.1825476039343,NA,121.526425973337,153.352201247806,144.075254973228,124.275132862819,91.9198742939154,132.724175448876,102.379890122011,73.1831188972595,92.255655757378,80.424687070346,75.3300917465124,71.4106697773398,53.0892140865541,88.8889354127882,83.7940440583493,105.731804841925,111.241065196593,128.507622101848,106.41750089441,87.9094189508209,119.364393170648,85.9522382136231,120.426383150163,NA,113.701605743568,48.6996174664084,152.014392964564,72.7725324684046,74.4189489380562,105.520107837408,144.296162587978,99.846323880749,NA,113.045036591249,97.7421327999371
1993-07-01,114.889534183769,97.0878629864702,146.343886767148,73.7923924866659,90.4604194137378,97.1197002093528,86.7625210264436,120.729768522359,61.9526787388974,100.117075666197,85.0833486638797,118.459200625004,107.994234633348,73.7090476039567,92.9855712162947,106.643312622858,110.33429260263,92.6067027335251,104.969882327452,59.3153774095501,86.6462422383391,101.707821300759,85.0560762597878,118.604134806783,101.688752347409,135.344793461275,NA,117.27327873367,153.221101120285,112.569785771753,96.8328333551717,94.7492369761278,118.255015575487,117.224607379927,105.7352833235,168.144176469488,88.5335985342224,NA,108.738405571387,148.405986577545,133.802507313488,128.640692122322,72.200623043312,131.030458070826,104.791853905098,78.7541538446776,95.603092785154,64.1391177799073,87.3979994267712,94.5693929216726,53.614499785586,70.7987396904705,82.4217135109406,97.5087454025079,99.2044147807853,123.11164703154,106.108108725951,87.6626633709128,120.20373257231,90.8459967825666,126.728316832259,NA,115.89897299538,71.3220850693753,153.0012927474,64.7270674768318,77.2429602038342,103.404018325215,141.929398419548,117.140678632613,67.9554213506219,104.056745047166,93.1024578686272
1993-08-01,115.399160010174,108.541665133525,146.574967825041,85.2087478185819,99.8071286408741,91.9799807362202,91.7592901974298,115.059191254968,57.2716881830217,104.203100576885,92.6762343419387,133.909667571309,101.15913342213,79.4246203551836,79.4197546098513,106.313727102925,120.536057909399,92.1465256732868,107.626042141917,61.4460077516961,86.18197820148,88.32739513277,76.166976413658,119.678850421335,102.988291874585,123.626531430925,70.3575137005061,107.078801038501,154.951386699429,104.154078596015,98.1753412419874,100.539767857379,118.577494372378,126.239426779882,110.376286821769,170.278492791001,NA,84.1113137316625,108.944671960415,149.016605047842,116.702950336136,155.031934211807,83.5070815042583,131.102104748557,104.874175954685,79.4663209349826,92.0952220427939,81.8889289926503,97.043945305259,93.8529895348286,45.3842933094881,79.9357668823423,73.058019167293,111.779425142524,107.31294529864,128.930861829675,103.476468376688,95.7841404426604,116.644487827503,91.3155796343006,125.272661092851,75.2951510754483,118.698888482963,89.413926889127,156.14068341296,59.2186573205979,47.7473292220041,98.045870597333,143.621218430808,111.955018106973,90.5694837510401,106.355317974524,102.359282020452
1993-09-01,116.70397517799,102.424305384259,143.300606523937,45.6678803168197,84.1783105793086,112.591069583322,85.7560170277265,116.648169422422,69.1157179169777,99.466530126086,94.620434535519,137.774469936327,106.509230359979,83.243024315248,92.3573721943544,107.951930481621,122.086579936549,112.186363223886,99.6667200411888,NA,86.1456363737157,77.5483454435094,82.8509472458272,118.896849262903,79.8411246254205,127.363026965126,51.1313716417674,117.107016286361,146.30818680336,116.662312845352,100.93300828303,99.8286585542694,134.011448322435,129.814203687519,103.120715966587,171.136138619578,97.333616577927,NA,120.460385668165,150.11113857243,134.913876030143,140.348686552477,78.7310306456993,136.448690747996,108.770514010417,70.5503084765124,129.3661835094,81.6075885461322,90.2389677712835,83.0124989965737,72.415892889728,83.8944758148287,90.625972906453,116.807183590831,103.529329374111,126.773010850776,111.541417382253,85.8946000727994,107.671006752838,88.7977979887086,120.949379662908,NA,115.307928300709,68.9696489611149,152.788116745953,86.311213352388,86.4071642730352,97.3089537524843,143.905650064714,109.539502420842,87.3821102955201,112.350067795749,99.7056362332564
1993-10-01,117.05575422213,105.137576420515,146.591053074357,80.510952895705,99.8460810414989,71.2229941085657,91.7384505434448,114.357449333467,64.1858699115139,110.679373588514,90.0896268022362,136.667786679037,104.729624693533,70.2291929317003,93.4092791540235,115.663103159996,120.733334209384,102.896957596448,107.354614413891,25.1686797147527,81.8428017515027,NA,61.2178177101747,123.352645498572,86.9560422455245,132.943583434152,NA,114.259258417463,155.476232774043,115.651673957601,93.2360251309643,101.367821034905,124.666718764377,131.08120237142,104.190786064142,172.110632099613,96.7695430489168,NA,121.812301364885,138.845648045579,134.949145672204,137.377400020946,86.5290966744073,137.057803954555,101.308117183812,64.0928290790795,106.303680338766,74.2284823257531,82.8294040091977,87.3700599958224,50.5928928695815,79.4559932667128,86.1862916232028,108.361946673837,92.2838716240191,133.096143551189,109.906999036572,90.1635007496499,128.436129598163,97.9174777857787,110.21615565757,NA,105.859565457118,75.7313048888343,154.17215741072,69.340605317825,NA,97.2569445117777,138.819083714983,121.573882973324,92.7021244153528,119.444212354636,99.5948709790262
